Unnamed: 0	text	screen_name	location	LAT	LON
0	it only the crisis pregnancy center that be in the business of lie to woman abortion be healthcare	AtheistEngineer	Ohio, USA	40.4172871	-82.90712300000001
1	if this law be not block by September abortion access in Texas will come to an abrupt stop say the senior counsel for the Center for Reproductive Rights abortion Texas WomensHealth Heartbeat ReproductiveRights	SAcurrent	San Antonio, TX	29.4241219	-98.49362819999999
2	so if demand all pregnant applicant have an abortion will that also be acceptable both vaccination and abortion be medical procedure	jeffreymullen	Henderson, NV	36.0395247	-114.9817213
3	I got push so hard I feel I have no choice abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
4	so if demand all pregnant applicant have an abortion both vaccine and abortion be medical procedure	jeffreymullen	Henderson, NV	36.0395247	-114.9817213
5	how do other country fight against the grave human right issue of abortion I most excited to hear the Global Perspectives on abortion panel at the RehumanizeConference Register at M	KristaCorbello	Los Angeles, CA	34.0522342	-118.2436849
6	the Texas abortion ban which allow anyone to sue anyone who help or intend to help a woman end a pregnancy after six week be design to harass the few remain clinic out of existence Texas abortion	CarolineMCorbin	Coral Gables, FL	25.7491968	-80.2635411
7	Democrat Candidate want Paid Medical Leave after kill a Baby in an abortion abortion	MassCentralNew1	Winter Have Fl	28.0222435	-81.7328567
8	the estimate between and million baby abort per year imagine if people take that as seriously as they have Covid if we force vaxxine mandate maybe we should force sterilization for anyone couple that have have more than one abortion slipperyslope	DonCapriccioso	Last Incarnation	38.0730828	-78.47562280000001
9	think Texas abortion law do matter here in texan seek abortion care who have the financial mean most of they white woman will travel to state like potentially create access challenge here it all connect mapoli	jessemermell	Brookline, MA	42.33176419999999	-71.1211635
10	welcome back to the fucking Middle Ages Abortion	neongrab	Wien, Österreich	48.2081743	16.3738189
12	the issue about abortion in the US be of a similar sort as opposer claim that abortion be kill life while they be the same people who be also against facemask amp vaccine kill life by forbid child to save life of adult	GLOSM4	Netherlands	52.132633	5.291265999999999
13	there be still time to sign up to become a sponsor at our annual Golf outing take place on September click here for more detail crisispregnancy womenshealth pregnancyoption unplannedpregnancy naturalfamilyplanne abortion	ABabysBreath	Pennsylvania, USA	41.2033216	-77.1945247
15	hmm what exactly kind of future be it no ClimateAction plan no competitive Canada abortion position no effective health amp safety commitment re vaccination policy not much of a future choose forwardforeveryone	SusanRadojevic	Canada	56.130366	-106.346771
16	Texas abortion mask when it come to mask in Texas woman have the right to make a choice but south of the border it be an entirely different matter	josephescalia	LI, NY	40.789142	-73.13496099999999
21	one of the Top Bad day of history continue Abortion woman ProChoice not promote dark fiction it be real news from TEXAS REWARD stalk pregnant woman who might be think about an abortion could pay	EndAllSuffering	Devils Wharf, Connecticut USA	41.4794712	-72.3416213
23	reach out abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
24	over twenty abortion provider attempt to block the Texas law from take effect file an emergency motion to the appeal court and ask they to issue a temporary stay or send it back to a low court the appeal court deny the request Sunday	DottieFincham	My Heart Is Always In Texas	29.3946852	-94.92902769999999
25	I do know who need to hear this Consent to Sex be consent to Pregnancy JustSayNo abortionjustice abortion prolife prochoice reprodutiverìght abortionismurder	Solo_Knight66	America	37.09024	-95.712891
26	four day ahead of the six week abortion ban go into effect in Texas on Wednesday have be suspend from Instagram provide information on how to access amp safely use the pill not the pill themselves	Dhammikax	London	51.5073509	-0.1277583
27	Australia lead national abortion provider close four clinic this month cite financial pressure say would now focus on expand its telehealth medical abortion offering	Dhammikax	London	51.5073509	-0.1277583
28	year since the MTP Act secure the right to abortion for indian woman Malayalam cinema bat for woman right to choose Saras amp santhoshathinteonnamrahasyam have come about a year after the short film aval do read my feature on	annavetticad	New Delhi, India	28.6139391	77.2090212
29	LetsTalkSRH myth buster Abortion read more here	add_your_voice	South Africa	-30.559482	22.937506
30	AVAILABLE on fast track READ and ca repeal regret target man for mobilisation in Ireland abortion debate	EJPGjournal	@brisunipress	51.4584172	-2.6029792
31	re it be illegal to dismember cat amp dog because it be barbaric amp I applaud the law that protect they from such cruelty re it not be illegal to dismember unborn baby woman right or some lie that go against every decent human being moral compass abortion	Sange1962	England	52.3555177	-1.1743197
32	year of Regret abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
33	on the issue of VaccinePassport VaccineMandate for employment or otherwise mean if they want if you get pregnant they do want to give paternity leave they can tell you have an abortion or lose your job or if they just do want their employee to have child	YeshuasBride777	United States	37.09024	-95.712891
34	no surprise there then supposedly holy than thou have share in abortion pill manufacturing it would be so totally hypocritical if he be so oppose to abortion on any ground you can not serve god seem like JRM have make his choice	David_T_Evans	Royal Bor. of Greenwich, UK EU	51.4834627	0.0586202
35	Amanda Stoker be pump the Morrison Govt Women Safety Summit this morning on ABC and now Gladys Lui throw the Minister a dixer qt nothing about the shutting down of Marie Stopes Clinics in regional Australia abortion DV	broomstick33	canberra	-35.2809368	149.1300092
36	similar to defend right for their own physical body by avoid vaccine mandate but deny woman the right to do likewise for abortion hypocrisy at its fine	SubhasisMisraMD	FL	27.6648274	-81.5157535
37	on abortion in Matthew and Mark Jesus chastise the Pharisees amp Sadducees for contradict the Torah law with their own manmade tradition possibly the Talmud Exodus NLT you shall not murder Jesus would never have support abortion	flamethrower82	United States	37.09024	-95.712891
38	surgical termination decline as more woman opt for abortion pill Bioethics abortion ReproductiveHealth	EmTumilty	Living on unceded lands	46.58299969999999	-84.0367955
39	the abortion rate in the US have decline from percent in to percent in despite the emergence of new safe technology point out and	orfonline	India	20.593684	78.96288
40	I soon come to realize the true horror amp despair of the after math of an abortion abortiontestimonial womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
41	Texas abortion law that ban procedure as early as six week set to go into effect after court cancel hearing deny motion	friscokidtx	Frisco, TX, USA	33.1506744	-96.82361159999999
42	do believe a word of this OToole BS he have mp of the SocialConservative rightwing christian variety these vote against WomensRights womensrighttochoose abortion sure wud allow any of these to re open abortion debate woman CPC not for u liberal	sparkyb1	Sept 2020: Now PERTH, ON 🇨🇦	-31.9523123	115.861309
43	wake up young women of TEXAS the TexasTaliban have take away from your REPRODUCTIVE choice abortion will soon be ILLEGAL in Texas if you fight the Fascists amp religious hypocrite your life will be more amp more limited that be what happens when u vote choice	KatEdmiston	Houston TX 	29.7604267	-95.3698028
44	HateGroup NotMyCanada StopTheHate rightwe conservative OToole have incite he have mp in his CPP RightWing conservative caucus who vote against WomensRights Abortion amp filibuster to stop Bill to BanConversionTherapy LGBTQ Misogyny Homophobia NEVER	sparkyb1	Sept 2020: Now PERTH, ON 🇨🇦	-31.9523123	115.861309
45	conscientious objection to abortion and euthanasia have emerge as an election issue in Canada federal election and politician be refuse to defend it cdnpoli bioethics healthcare government law assistedsuicide medicine humanright	bioedge	Sydney	-33.8688197	151.2092955
46	Circuit Court to allow new Texas abortion law to go into effect the Texas Tribune	BlaineHashimoto	Hawaii/West Coast	19.8967662	-155.5827818
47	I be just happy that we can stop make law ban abortion give your new find sense of control if your body I guess we will be continue to be the shoot gallery of the world too unfortunately that logic also follow	DZS42	Ticino, Switzerland	46.0877	9.04903
48	absolutely none of these it be my body maskhole well say anything ever again about abortion vaccinated vaccine mybodymychoice GetVaccinated abortion maskhole	Educated_Lyon	Iowa, USA	41.8780025	-93.097702
49	this ban will do absolutely nothing but kill woman by make abortion less accessible because abortion care be healthcare	Bri4CO	Colorado, USA	39.5500507	-105.7820674
50	do and agree with mybodymychoice cdnpoli vaccination abortion ca have your cake and eat it too	Docs4moreGuns	Ottawa, ON	45.4215296	-75.69719309999999
51	it be the dog day of summer so take the Taco or Beer Challenge you can cool off with a tasty beverage and support we and which sound like a doggone good idea to we plus merch abortion	casnhtx	Houston, TX	29.7604267	-95.3698028
52	until the lion learn how to write all the story will glorify the hunter african proverb abortion prochoice feminism plannedparenthood abortionright trump abortionishealthcare mybodymychoice prolifegen proabortion strongwoman smashthepatriarchy	x_sorcerer	In Between The Worlds	46.2468666	-114.1574355
53	war on woman abortion with closure of Marie Stopes clinic regional woman seek an abortion will now find it even tough	broomstick33	canberra	-35.2809368	149.1300092
54	baby be slaughter on the alter of convenience each day in the US we should examine our heart to why this do disturb we more deeply Lord please end this inhuman practice in our culture socialjustice abortion life forgiveness jesussave	bentleybrian	Upstate South Carolina	34.8332582	-82.2975348
55	which be why he let the reform party faction keep present bill to the house on restrict abortion and control woman body cdnpoli	PirateSnatch	Surrey, British Columbia	49.1913466	-122.8490125
56	think today how similar the abortion issue be to the AfghanRefugees crisis the pro life want to save they until they have to put skin in the game and fund healthcare or personally care for they then it not in my house I get they out you can care for they now	BlockedByBevin	Kentucky	37.8393332	-84.2700179
57	selfishness over Shame abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
58	your body your choice Kung naghahanap ka ng legit safe affordable at most importantly effective na pampalaglag pill this be a SIGN DM I at iaadd kita sa gc andun lahat ang client for legitimacy check abortion pampalaglag pill pampadugo pangparegla	pampalaglagpill	Manila	14.5995124	120.9842195
59	direct DM I for more info LEGIT SELLER negotiable price SAFE and EFFECTIVE GUIDED PROCEDURE free shipping LOCAL to INTERNATIONAL COMPLETE set PACKAGE CYTOTEC MEDS PAMPAREGLA MEDS ABORTION MEDS PAMPALAGLAG MEDS	AryanaMontoya	Santa Rosa Laguna, Philippines	14.2843023	121.0888928
60	abortion be one of the great tragedy of the modern world NotoAbortion ProLife babieslivesmatter	TheBritishChap7	Nottingham, England	52.95478319999999	-1.1581086
61	there be nothing pro choice about coerce vulnerable mother into abortion	savethestorks	Colorado Springs, CO	38.8338816	-104.8213634
62	and the very recent Conservative filibustered amp stop the Bill to banconversiontherapy from pass rightwe Christian conservative mp be homophobic and do not believe people be bear LGBTQ MPs vote against certain WomensRights abortion in last yr so	sparkyb1	Sept 2020: Now PERTH, ON 🇨🇦	-31.9523123	115.861309
63	from Bottom Blank ArtistOnTwitter art charcoal nftcollection nftartist NFTs blackartist abortion sketch	Rasmyraghavan	Thrissur, Kerala	10.5276416	76.2144349
64	my baby go abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
65	the anger of Yahweh shall not return until he have execute and till he have perform the intent of his heart in the latter day you shall understand it perfectly Jer arwx BibleStudy Bible BibleProphecy Torah Sabbath covenant Abortion Pride	DavidThorpe1237	Arkansas	35.20105	-91.8318334
66	Behold the temp Hurricane of Yahweh even his wrath have go forth yes a whirling tempest it shall burst upon the head of the wicked Jer arwx BibleStudy Bible BibleProphecy Torah TorahStudy Sabbath covenant HolySpirit Abortion Pride	DavidThorpe1237	Arkansas	35.20105	-91.8318334
67	DYK a California CourtofAppeals find kid under have a righttoprivacy for abortion but none for SexualRights it be AgainstTheLaw for they to have sexplay ghost of histsex still haunt AdolescentRights AgeOfConsent	HowSxGotScrewed	Manhattan, NY	40.7830603	-73.9712488
68	client payment thank you for trust I assure you that my abortion pill be safe effective brand Worldwide shipping DM ME abortion abortionpill pampalaglag cytotec mifepristone legit misoprostol pampalaglagpill	ynameds_	Manila City	14.5995124	120.9842195
69	I be bet that the majority of these privelage entitle people believe in kill a humanlife abortion without a second thought whilst have this half brain notion that veganism be sustainable for over million people	Yadah21	England, United Kingdom	52.3555177	-1.1743197
70	eugenic Science drain I lately Screen it out in this context it be a Fetus then an Unborn Viable being justify Abortion of the Different be the underlie message Danger drain be not define only Imagined Invokes fear my view be Mine	marygerdt	Louisa,Virginia	38.0251394	-78.00416489999999
71	no it be use to abort and get rid of we prejudice eugenic abortion autism DownSyndrome	ThePaulStatham	South West England	50.77721349999999	-3.999461
72	I too in fact so much I write a novel about it a couple of year ago TheEBomb autism book eugenic DownSyndrome abortion	ThePaulStatham	South West England	50.77721349999999	-3.999461
73	study find of patient be able to complete medication abortion via telehealth service	Sid_Healthcare	Pune, India	18.5204303	73.8567437
74	I beg Jesus forgiveness abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
75	I agree but would be interested in your view on abortion which be so much more horrendous but hide be you ProLife	PresElectJoe	Australia	-25.274398	133.775136
76	I did tell a soul abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
79	watch this movie unpregnant and I be sob while this scene clinically walk we through the abortion process and it be so beautiful and I really wish I have this before the first of my multiple abortion outandproud your body your choice my lovely uterus haver HBOMax	samcurly	Patwin land California, USA	38.5382322	-121.7617125
80	what be wrong with have an opt out prochoice abortion babykiller	TN_WX	Carroll County, #Tennessee	35.9917193	-88.4016041
81	it be a great day thank you for attend our bootcamp prolife abortion prochoice weekendvibe	RTLmichiana	Office in South Bend, Indiana	41.6717421	-86.2483165
82	the peaceful fruit of righteousness by protest in front of abortion clinic James but the wisdom that be from above be first pure then peaceable gentle willing to yield full of mercy and good fruit without partiality and without hypocrisy	prophetRonald	British Columbia, Canada	53.7266683	-127.6476205
83	do you have to be vaccinate in order to get an abortion ask for a friend coronavirus abortion	WilliamHudson10	United States	37.09024	-95.712891
84	I be young scared and be tell it be the right thing to do abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
85	another Satisfied Client in Metro Manila thank you for trust Us for pampalaglag order Dm or Text I pampalaglag abortion cytotec mifepristone notreadytobeamother pamparegla notready pregnancy accidentalpregnancy	CPampalaglag	Quezon City, National Capital 	14.6760413	121.0437003
86	if this Texas Abortion Ban take effect the state will pay citizen to enforce it	2dialogue	Acworth, Georgia	34.0659329	-84.6768796
87	we need to consider the use of victimimagery when expose the modern day holocaust of abortion as artist have do for the holocaust of WWII prochoice prolife humandignity humanright morality jews preborn antiabortion proabortion prowoman probirth death faith	museums4life	Online	38.9705793	-94.7290867
88	it seem to I that they deliberately perpetuate problem especially those that create single issue vote bloc abortion GayRights votigright immigration Healthcare homelandsecurity religiousfreedom tax they thrive on conflict not solution	greggieboyLRG	South Africa	-30.559482	22.937506
89	for your sake I hope you leave some behind abortion	EnvyEyes	Maryland, USA	39.0457549	-76.64127119999999
90	do you have to be vaccinate in order to get an abortion ask for a friend coronavirus abortion	TomTSEC	Canada	56.130366	-106.346771
93	you guy do want anyone tell you that you have to wear a mask and yet you want to be able to tell I what I can and ca do with my body abortion	reneeplatina	California, USA	36.778261	-119.4179324
94	my tragic story abortion kill a child and later can cause breast cancer abortiontestimonial womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
95	abortion be a choice between a person amp their doctor base on their health circumstance Cannabis Tree of Life we have to end prohibition of food and provide Healthcare so God can heal America have same goal to make most money for Portfolios	MimiTexasAngel	Planet Earth	47.505175	-111.3050058
96	need a little extra time so I be share what be probably my most popular message in year of preach podasting abortion Jesus parent child kid biblestudy sermon Godloveschildren childrensministry christianpodcast podcast	XtianNinja	Carleton Place, Ontario	45.14060300000001	-76.146546
97	we hope everyone have a safe and happy weekend crisispregnancy womenshealth womenshealthcare health pregnancytest pregnancyoption unplannedpregnancy naturalfamilyplanne abortion	ABabysBreath	Pennsylvania, USA	41.2033216	-77.1945247
98	we have GC for proof unwantedpregnancy abortionph pampalaglag pamparegla pampadugo abortionpill cytotec misoprostol mifepristone mifekit raspa abortion abortionphilippine	reesemedz	+63	45.6372417	-91.9929083
99	boot camp be underway ProLife abortion weekendvibe	RTLmichiana	Office in South Bend, Indiana	41.6717421	-86.2483165
100	I believe Marieke be fortunately still alive this Paralympics let stop the killing of people with disability Worldwide both by abortion and euthanasia ProLife offsider sport sport auspol	Muzzpol	Australia 🇦🇺	38.90516059999999	-77.0380351
101	AbbottFailedTexas by fight MaskMandates in school abbottfailedtexasagain pass votersuppression law abbottfailedtexasagainagain pass law that turn individual into abortion mercenary let they accuse anyone help a woman amp get k TurnTexasBlue	TXWomenRESIST	Austin, TX	30.267153	-97.7430608
102	the Supreme Court have end the Eviction Moratorium so people with nothing be go to be push out into this cruel world wow I guess Roe vs Wade really will be overturn EvictionMoratorium evictioncrisis SupremeCourt BreakingNews abortion	KemalKhan	New York City	40.7127753	-74.0059728
104	Regret abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
105	woman be simultaneously restrict and abandon at the same time it misogyny pure amp simple if you really want to to prevent abortion then make boy get reversible vasectomy at wait what mybodymychoice huh interesting	TXWomenRESIST	Austin, TX	30.267153	-97.7430608
106	of course they do they support fossilfuel big business abortion no vaccination and basically stand against any type of innovation that put profit first before social human need	SusanRadojevic	Canada	56.130366	-106.346771
107	if this figure Abortion Ban take effect the state will pay citizen to enforce it	2dialogue	Acworth, Georgia	34.0659329	-84.6768796
108	notice there be only woman in the TX legislative branch so man mostly white be drive restriction to abortion base on bad science why do man get to decide what woman do with their body	TXWomenRESIST	Austin, TX	30.267153	-97.7430608
109	DYK EdwinBlack find no basis to accuse MargaretSanger of racism she find it deplorable she never promote abortion dangerous amp illegal all her life she fight for womensright for all woman ghost of histsex still haunt wmnhist	HowSxGotScrewed	Manhattan, NY	40.7830603	-73.9712488
110	month August cytotec misoprostol unwantedpregnancy pamparegla pampalaglag abortion	kimanncytotec	Philippines	12.879721	121.774017
111	same should apply to the abortion woman body woman choice right	PawlowskiMario	Chicago IL	41.8781136	-87.6297982
112	he think he swam away from an abortion his mother die when he be only month old yet live action think this story be somehow verifiable at well he survive an unskilled unsafe diy back alley abortion more likely it be all just a story for publicity	AtheistEngineer	Ohio, USA	40.4172871	-82.90712300000001
113	start a discussion about legalise abortion in Kenya radio host say there be abortion across the country but be the startling figure correct we check	AfricaCheck	Africa	-8.783195	34.508523
114	our Lady also ask we to make many Holy hour of reparation for the crime of abortion	poorservant	Cleveland, OH	41.49932	-81.6943605
115	on this Saturday pray for an end to abortion and the conversion of all heart to Jesus thru Mary UnitedHearts HolyLove	poorservant	Cleveland, OH	41.49932	-81.6943605
116	thank for the Retweet do you hear this Podcast what should I do mother say get an abortion help someone Asked Rita help podcast happiness abortion Pregnancy FamilyHealth family love	WillowAssist	Long Beach, CA	33.7700504	-118.1937395
117	the story of BabyChristopher on be truly heart break whatever your view on abortion be	connaughtwoman	Ireland	53.41291	-8.24389
118	I change that day if I could abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
119	the most common gynaecological procedure be to end another human life wow abortion be not healthcare Health amp care would result in the health amp care of all involve it would not end their life	IanPaulFletcher	UK	55.378051	-3.435973
120	PAMPALAGLAG PAMPAREGLA ABORTION CYTOTECPILLS direct message ME	JewelSmithMonte	Manila City, National Capital 	14.5995124	120.9842195
121	pampalaglag pamparegla pill abortion pampalaglag pamlalaglag pampalaglag she s get here med	MhoriesStacy	Quezon, Central Luzon	15.569531	120.8269231
122	do do it abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
123	Biden and Pelosi be both pro abortion Catholics which really make it even more ironic that the Pope would sell out to BigPharma and their unethical vaccine	GregDaButcher	The Farmland of California!	38.4087315	-121.3684733
124	the most incompetent morally obtuse president in US history a fake catholic who support abortion blood be on the hand of JoeBiden impeachbidennow ImpeachBiden BidenDisaster bidenisadisgrace saigonjoe CatholicTwitter	ruthtaka	N	36.9167989	-95.76345440000001
125	agenda Abortion DefundPolice open Borders Benefits opioid cartel drug Marines wound and vote w of time good lap you do represent TEXAS just and Pelosi pack your fing office go home	RevReidWalker3	LeRoy IL, USA	40.3519795	-88.764237
126	I choose a man over my baby kb abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
127	if you be need an abortion and can not access one go to for abortionpill by mail aborto aborsi	abortion_help	Worldwide	36.1444168	-81.1809768
128	New Yorkers Fight Unprecedented Vaccine Mandates in NYC via MaskMandate Covid abortedbabypart abortion AbortionisMurder DeBlasio NYC newyorklockdown MakeAmericaFreeAgain JesusMatters	Al_Nickerson	New York	40.7127753	-74.0059728
129	do let these scary time keep you from get help we give option answer and resource to help make mapping out your future more clear make an appointment today option abortion pregnant freeclinic sexualhealth pregnancyhelp	SCVPregnancyCtr	Santa Clarita, CA	34.3916641	-118.542586
130	pain and emptiness abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
131	next week be Sept the start of TX week abortion ban I just donate to my local abortion fund so they can do critical work help ppl access abortion join I in donate lift up the work of abortion fund attend a protest for reproductivejustice	lapetite_syrah	Austin, TX	30.267153	-97.7430608
132	you support the murder of unborn child million to date PlannedParenthood abortion and you have hurt feeling for this you be unfit for office resign	GovEversPR	Madison, WI	43.0730517	-89.4012302
133	UK university refuse to recognize catholic priest as chaplain over social medium postsfr David Palmer a priest of the Personal Ordinariate of our Lady of Walsingham serve in the Diocese of Nottingham England Courtesy photo abortion	CatholicMasses	Las Vegas, NV	36.1699412	-115.1398296
134	even if you do like Newsom vote no on the Recall among other thing the GOP front runner LarryElder want to scrap CEQA and he want a ZERO minimum wage and to dispense with abortion right	jwsapp	ℂ𝕒𝕣𝕞𝕖𝕝-𝕓𝕪-𝕥𝕙𝕖-𝕊𝕖𝕒	36.5552386	-121.9232879
135	package receive by Client in Metro Manila thank you for trust Us for pampalaglag order Dm or Text I pampalaglag abortion cytotec mifepristone notreadytobeamother pamparegla notready pregnancy accidentalpregnancy	CPampalaglag	Quezon City, National Capital 	14.6760413	121.0437003
136	everyone deserve to know that there be resource available to support they in get an abortion in Texas learn how you can help we stop misinformation about aka the week abortion ban in our late blog post	JanesDueProcess	Texas	31.9685988	-99.9018131
137	a year old girl in Quebec be try to raise fund to establish a permanent faith life and family office in QuebecCity if you want to help Geneviève you can donate a few buck here prolife abortion Jesus Catholic Christ abort love	JamesRisdon007	New Brunswick	46.5653163	-66.46191639999999
138	every republican sign petition demand Pelosi allow vote to stop infanticide abortion via Faith	jjvors	Peoria IL	40.6936488	-89.5889864
139	a well indication of anti science politic be the cesspool of not recognize that a human being begin at conception abortion create schoolchildren absence hmmm mask be need for they anyway	QuavJo1987	United States	37.09024	-95.712891
140	Chile do you need care we get you covered send we a request and we be at your door in working day if you need abortion care visit our website womenonweb abortionwithdignity abortionautonomy abortion chile aborto telemedicine	WoWabortionpill	Worldwide	36.1444168	-81.1809768
141	abortion clinic mutilate our body and soul for profit abortiontestimonial womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
142	a pregnancy test be the most important step if you know you will want an abortion if you become pregnant unexpectedly especially in Texas rn	JanesDueProcess	Texas	31.9685988	-99.9018131
143	maybe this be how conservative will start to care abortion COVID	Mvlinowski	Chicago	41.8781136	-87.6297982
144	there be nearly as many people in Texas as there be in all of Canada Solidarity with abortion provider in Texas and those in other state who will care for exiled patient	MarthPaynter	Halifax, Nova Scotia	44.64876350000001	-63.5752387
145	absolutely one excellent example of disinformation the abortion industry fantasizing of abortion while grossly oversimplify the process and normalize a very psychologically emotionally physically traumatize event for many woman	RTLmichiana	Office in South Bend, Indiana	41.6717421	-86.2483165
146	she be get her med Luzon to Mindanao pampalaglag pamparegla PILLS ABORTION LEGIT MEDS AFFORDABLE price GC OBSERVE PROOFS GC PROCEDURE GUIDE ACTIVE SELLER GUIDER	MhoriesStacy	Quezon, Central Luzon	15.569531	120.8269231
147	of Americans support abortion right amp of people have have an abortion but yet reproductive right be under attack even here in IL please support our work amp help we elect prochoice champion who will protect reproductive healthcare	PersonalPAC	Chicago, IL	41.8781136	-87.6297982
148	two third of teenagepregnancy occur between the age of and year nearly of teenage pregnancy be unwanted teenage pregnancy birth and abortion rate in the have be decline for over a decade	WomensCenter_FL	Orlando, FL	28.5383832	-81.3789269
149	Gandhi refuse to fire a gun but defend right to use they in extreme of selfdefense rather than meekly surrender so I do say woman get your gun and brandish they to abortion prohibitionist but I do say look at this here meme	carolmoore1776	Washington DC	38.9071923	-77.0368707
150	abortion activist hide behind Women Rights but woman do benefit from abortion the abortion industry fight against other common sense law too abortion abortionright AbortionLaw	FiyyazAhmed_06	WORLDWIDE🌍	45.47	-122.72
151	recent study show that the use of cytotec can be use in woman who have spontaneousmiscarriage or incomplete abortion	WomensCenter_FL	Orlando, FL	28.5383832	-81.3789269
152	if I could go back in time abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
153	author be a finalist for the ShaughnessyCohen Prize her book the Abortion Caravan be an insightful examination into the early struggle for reproductive right in Canada K winner announce online Sep canlit polipen	writerstrust	Canada	56.130366	-106.346771
154	if this pass only the wealthy will be able to access abortion bc they can go out of state GQP say mybodymychoice only apply to vaccine it ok to let people wander around amp spread covid to random people I ca spread pregnancy but it no long mybodymychoice	TXWomenRESIST	Austin, TX	30.267153	-97.7430608
155	Read Roshni story to understand the psychological and emotional consequence of a pregnancy when access to safe abortion be restrict also watch KL x story on the impact of unsafe abortion on woman health Story Link	KhabarLahariya	Bundelkhand	24.8772957	79.01929969999999
156	expand access to legal comprehensive abortion care in Ethiopia have lead to a significant decrease in maternalmortality due to unsafe abortion when the government push through safe abortion care woman stop die	pai_org	Washington, DC	38.9071923	-77.0368707
157	please unroll this thread expose the build in bias of the abortion	MCleaver	Amsterdam, The Netherlands	52.3675734	4.9041389
158	church leader let have a relevant ministry that address that violence which claim more victim than anything else namely abortion see thing church can do at	frfrankpavone	Titusville, FL	28.6122187	-80.8075537
159	so PHOENIX you vote for guy who support abortion let cartel opioid and child trafficking in from Mexico but want to leave USA citizen to Taliban death district AZ be pretty damn stupid GALLEGO prove that	RevReidWalker3	LeRoy IL, USA	40.3519795	-88.764237
160	change mind on abortion with scientific fact	billhousley	Evanston, Wyoming	41.2682794	-110.9632373
161	they put woman in dangerous situation but it okay because ABORTION abortion be just a bandaid it do fix the real problem prolife prochoice abortion equalityact lgbtq equality prolifegeneration prochoicegeneration prolifegen prolifemovement	convictedactvst	Liberty University	37.3530446	-79.1769529
162	do let fear lie to you you do have to be alone we be here for you CareNetSoMD thisiscarenetsomd youarenotalone DontBeAfraid abortion abortionchoice abortionright	CareNetSOMD	Lexington Park, MD	38.2575517	-76.4620928
164	LetsTalkSRH myth buster Abortion	add_your_voice	South Africa	-30.559482	22.937506
165	I never know how much this would affect my life abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA	32.715738	-117.1610838
166	in a new study on at home abortion via teleconsultation doctoral student at et alii find that young woman be twice more likely to encounter financial difficulty in access abortion in France	PRESAGEgenre	Paris	48.856614	2.3522219
167	if the medical abortion restriction amp the week abortion ban of Texas go into effect they will essentially ban abortion without a comprehensive abortion ban roevwade choice womensright	Dhammikax	London	51.5073509	-0.1277583
168	Kahit saan kaman abot ka nmin Legit Transaction bind to Saudi Arabia we have GC for observation bfore you decide to avail or not message I add kita agad pampalaglag pamparegla abortion cytotec pill	JewelSmithMonte	Manila City, National Capital 	14.5995124	120.9842195
169	fresh Success pampalaglag pamparegla abortion cytotec pill	JewelSmithMonte	Manila City, National Capital 	14.5995124	120.9842195
170	Legit Transactions Month of August pampalaglag pamparegla abortion abortionpill	JewelSmithMonte	Manila City, National Capital 	14.5995124	120.9842195
171	pampalaglag med abortion med cytotec med legit pamparegla free shipping LOCAL to INTERNATIONAL	AryanaMontoya	Santa Rosa Laguna, Philippines	14.2843023	121.0888928
172	your religion do give you the right to legislate against other people do like abortion do have one but do stop woman from be able to choose to have one safely prochoice mybodymychoice womensright abortion	ReginaHume1628	Melbourne, Victoria	-37.8136276	144.9630576
174	Pepinster be seriously delude be a person of faith she be mentally damage that account for her belief that it be right to allow a faulty foetus to develop and become a handicapped person just to make such people feel well madness abortion	Careyscape	UK	55.378051	-3.435973
175	LetsTalkSRH myth buster edition abortion WomensMonth	SheConquersSA	South Africa	-30.559482	22.937506
176	there be many myth and taboo surround abortion and contraception the only way to debunk such myth be through information we have design a booklet in an interactive comic format to simplify explain and resolve the stigma around abortion g	RightsPratigya	New Delhi, India	28.6139391	77.2090212
